Title,Price,Description,Image URL,Link,Type,Brand,Ingredients
Azarine Brightening C-Glow Serum 20ml Acid Memudarkan - brightening c-glow,56050.0,"BRIGHTENING SERUM for Hyperpigmentation with High Vit C

Serum wajah dengan kandungan tinggi vitamin C dan antioksidan untuk merawat kulit serta menangkal radikal bebas. Kandungan Tranexamic Acid, vitamin C dan Ferulic Acid bekerja secara sinergis untuk memudarkan noda hitam/ hiperpigmentasi. Di formulasikan dengan teknologi oxymoist agar kulit selalu segar, lembab dan kenyal. Kandungan Vitamin C 3% juga mampu memperlambat penuaan dini dan memudarkan kerut.

Manfaat:
1. Mencerahkan & memudarkan flek hitam/ bekas jerawat
2. Meratakan warna kulit agar glowing
3. Mengurangi garis halus & kerut
4. Mengandung antioksidan untuk menangkal radikal bebas
5. Melembabkan & membuat kenyal

Full Ingridients:
Aqua, Glycerin*, Centella Asiatica Extract*, Terminalia Ferdinandiana Fruit Extract*, Tranexamic Acid, Tocopheryl Acetate, Allantoin*, Resveratrol, Ferulic Acid, Chlorphenesin, Xanthan Gum*, Phenoxyethanol, Ascorbic Acid, Citric Acid, Rumex Occidentalis Extract*, Sodium Ascorbyl Phosphate, Propanediol*.
(Note: *Ingredients From Natural Resources)",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/740601ce28ec422ebc7fe54bb1363494~.jpeg.webp?ect=4g,https://tk.tokopedia.com/ZSBne7UnR/,Serum,Azarine,From Natural Resources)
[Tasya Approved] SOMETHINC Holyshield! UV Watery Gel SPF 50+ PA++++ - 15 gr,49000.0,"Holyshield! UV Watery Sunscreen Gel SPF 50+ PA++++

5-in-1 Cooling Aqua Protection
Sunscreen Gel dengan SPF 50+ PA++++ & teknologi Encapsulated UV Filter yang memberikan proteksi lebih maksimal dari sinar UVA & UVB. Dilengkapi dengan proteksi terhadap Polusi, Blue-Light, & Infra-Red untuk mencegah tanda penuaan dini. Dengan Snowflake Molecules yang memberikan sensasi dingin & menyerap langsung seperti air, nyaman digunakan sepanjang hari, bebas alkohol, tidak lengket, serta no white-cast! Bikin betah & tidak ada alasan lagi untuk tidak pakai sunscreen!

Ukuran: 5gr | 15gr | 50gr
No BPOM: NA18221700136

Jenis Kulit: Semua Jenis Kulit

Kelebihan:
SPF 50+ PA++++ (semakin banyak tanda plus pada PA, semakin tinggi tingkat proteksi kulit dari UVA)
Mengandung Snowflake Molecules yang memberikan sensasi dingin
No white-cast, Non-patchy, Non-peeling
Mudah menyerap & tidak lengket
Mengandung Organic Sunflower Sprouts & Tara Spinosa yang melindungi kulit dari bahaya sinar blue-light, infrared, & polusi
Tidak membuat kulit kusam
Healthy-glow finish

CARA PEMAKAIAN:
Aplikasikan sejumlah 2 jari ke seluruh wajah secara merata di tahapan terakhir skincare, sebelum makeup atau 15 menit sebelum terpapar sinar matahari
Pakai ulang setiap 2 jam sekali untuk mendapatkan perlindungan maksimal.

No Alcohol
0% Benzene
Fungal Acne Friendly
Hypoallergenic Tested
Vegan Friendly
Dermatologically tested
Non Comedogenic certified
Suitable for teenager (boleh dipakai dari umur 11 tahun keatas)

Ingredients:
Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Butyl Methoxydibenzoylmethane, Octocrylene, Ammonium Polyacryloyldimethyl Taurate, Polymethylmethacrylate, Phenoxyethanol, Propylene Glycol, Flavour, Triethanolamine, Trimethoxybenzylidene Pentanedione, Polyglyceryl-4 Caprate, Lecithin, Disodium EDTA, Ethylhexylglycerin, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus Sprout Extract, Sodium Ben",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/18/9659f644-9119-4423-bb37-e20e67bda672.jpg.webp?ect=4g,https://tk.tokopedia.com/ZSBtKSkVw/,Sunblock,Somethinc,"Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Butyl Methoxydibenzoylmethane, Octocrylene, Ammonium Polyacryloyldimethyl Taurate, Polymethylmethacrylate, Phenoxyethanol, Propylene Glycol, Flavour, Triethanolamine, Trimethoxybenzylidene Pentanedione, Polyglyceryl-4 Caprate, Lecithin, Disodium EDTA, Ethylhexylglycerin, Caesalpinia Spinosa Fruit Pod Extract, Helianthus Annuus Sprout Extract, Sodium Ben"
[EXCLUSIVE] SOMETHINC Calm Down! Skinpair Moisturizer - 30ml,129000.0,"Calm Down Skinpair R-Cover Cream

Pelembab vegan bertekstur ringan yang melindungi barrier kulit dengan menghidrasi secara maksimal sepanjang hari, cocok untuk kulit sensitif. Menghidrasi & menenangkan kulit secara instan dengan CalmDown, Madagascar Centella Asiatica & Encapsulated Ceramide yang meresap hingga ke dalam pori-pori. Diperkaya dengan Muru-Muru Butter & Natural Moisture Magnet untuk memperkuat barrier kulit & meningkatkan kelembapan. Penyelamat kulit agar tampak lebih sehat, lembut, kenyal & segar. Ucapkan selamat tinggal pada kulit sensitif & halo untuk barrier kulit yang kuat!

BPOM: NA18230100935
Ukuran: 30gr

Manfaat:
Melindungi barrier kulit dengan menghidrasi secara maksimal sepanjang hari
Menghidrasi & menenangkan kulit secara instan

Hero Ingredients:
CalmDown by Somethinc: Memperkuat barrier kulit, mengurangi reaktivitas kulit & mencegah kulit kering.
Madagascar Centella Asiatica: Powerful soothing untuk kulit sensitif, menghidrasi kulit sejak 28 hari, menenangkan kemerahan & iritasi ringan
Murumuru butter: Menenangkan kulit, mengunci kelembaban kulit tanpa menutup pori, mencegah tanda penuaan dini & elastisitas kulit
Encapsulated Ceramide: Memperkuat skin barrier & mempertahankan kelembaban kulit
Natural Moisture Magnet: Hidrasi tahan lama hingga 72 jam & memperkuat skin barrier
Panthenol: Merawat barrier kulit. menjaga kelembaban kulit, Menjaga kelembaban kulit
Korean Mugwort: Menenangkan kemerahan pada kulit sensitif

Jenis kulit: semua jenis kulit, terutama kulit sensitif

CARA PEMAKAIAN:
Bersihkan wajah dengan Somethinc Calm Down Skinpair Bubble Cleanser
Gunakan Somethinc Calm Down 3% PHA Soothing Toner dengan gerakan menepuk ke seluruh area wajah & leher
Lanjutkan dengan Calm Down Skinpair Barrier Serum
Pada tahapan terakhir, gunakan moisturizer Somethinc Calm Down Skinpair R-Cover Cream ke seluruh wajah & leher (pagi & malam)
Pada pagi hari, gunakan sunscreen Somethinc Holyshield! Serum Corrector setelah penggunaan moisturizer.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/11/11/ae824022-9b30-4b08-ae0c-a5de3c6516f8.jpg.webp?ect=4g,https://tk.tokopedia.com/ZSBtELmR7/,Moisturizer,Somethinc,"CalmDown by Somethinc: Memperkuat barrier kulit, mengurangi reaktivitas kulit & mencegah kulit kering.
Madagascar Centella Asiatica: Powerful soothing untuk kulit sensitif, menghidrasi kulit sejak 28 hari, menenangkan kemerahan & iritasi ringan
Murumuru butter: Menenangkan kulit, mengunci kelembaban kulit tanpa menutup pori, mencegah tanda penuaan dini & elastisitas kulit
Encapsulated Ceramide: Memperkuat skin barrier & mempertahankan kelembaban kulit
Natural Moisture Magnet: Hidrasi tahan lama hingga 72 jam & memperkuat skin barrier
Panthenol: Merawat barrier kulit. menjaga kelembaban kulit, Menjaga kelembaban kulit
Korean Mugwort: Menenangkan kemerahan pada kulit sensitif"
[FLASH SALE] SOMETHINC Calm Down! Skinpair Bubble Cleanser - Face Wash - single,102000.0,"Calm Down! Skinpair Bubble Cleanser

Bubble cleanser berformulasi vegan & pH-balanced yang membersihkan debu, sunscreen, makeup & kotoran dari aktivitas sehari-hari tanpa menghilangkan kelembaban esensial, sekaligus menenangkan kemerahan. Dilengkapi paten inovatif Calm Down & 3D Aqua Seal Technology yang memperkuat skin barrier & menjaga kelembaban dengan minimal gesekan di kulit. Rasakan sensasi busa ringan yang diperkaya oleh Heartleaf, Mugwort & Panthenol untuk menenangkan kemerahan & menutrisi kulit. Cocok untuk pemakaian setiap hari & untuk semua tipe kulit, bahkan kulit paling sensitif. Cleanser ini membersihkan kulit tanpa membuat kering, sehingga kulit menjadi bersih, lembut & sehat

BPOM: NA18231200508
Ukuran: 120ml

Manfaat:
membersihkan debu, sunscreen, makeup & kotoran dari aktivitas sehari-hari tanpa menghilangkan kelembaban
membantu menenangkan kemerahan
memperkuat skin barrier & menjaga kelembaban dengan minimal gesekan di kulit

Hero Ingredients:
CalmDown by Somethinc: Memperkuat barrier kulit, mengurangi reaktivitas kulit & mencegah kulit kering
3D Aqua Seal Technology: Menjaga fungsi barrier kulit, membuat kulit tetap terasa lembap selama & setelah mencuci wajah
Panthenol: Merawat barrier kulit. menjaga kelembaban kulit, Menjaga kelembaban kulit
Heartleaf : Membantu menenangkan kemerahan, mengurangi tampilan minyak berlebih & mengurangi & mencegah jerawat
Korean Mugwort: Menenangkan kemerahan pada kulit sensitif
Mild Surfactant: Membersihkan semua sebum, residu pada kulit yang membuat kulit menjadi lembut dan kenyal tanpa tertarik

Jenis kulit: semua jenis kulit, terutama kulit sensitif

CARA PEMAKAIAN:
Pompa 2-3 kali lalu pijat lembut cleanser ke kulit yang lembab dengan gerakan memutar
Bilas dengan air hangat, lalu tepuk-tepuk kulit hingga kering
Lanjutkan dengan Calm Down Toner, Serum & Cream
Pada pagi hari, gunakan sunscreen Somethinc Holyshield! Serum Corrector setelah penggunaan moisturizer.",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/10/9/b9ea7e4b-b45e-4a60-b89e-0cc200c36aff.jpg.webp?ect=4g,https://tk.tokopedia.com/ZSBtEEd6b/,Face Wash,Somethinc,"CalmDown by Somethinc: Memperkuat barrier kulit, mengurangi reaktivitas kulit & mencegah kulit kering
3D Aqua Seal Technology: Menjaga fungsi barrier kulit, membuat kulit tetap terasa lembap selama & setelah mencuci wajah
Panthenol: Merawat barrier kulit. menjaga kelembaban kulit, Menjaga kelembaban kulit
Heartleaf : Membantu menenangkan kemerahan, mengurangi tampilan minyak berlebih & mengurangi & mencegah jerawat
Korean Mugwort: Menenangkan kemerahan pada kulit sensitif
Mild Surfactant: Membersihkan semua sebum, residu pada kulit yang membuat kulit menjadi lembut dan kenyal tanpa tertarik"
Avoskin Your Skin Bae Ultimate Hyaluron (HYACROSS 3% + GREEN TEA) Serum - Hyacross Serum,69000.0,"Expired date; 09/2027
Avoskin YOUR SKIN BAE Ultimate Hyaluron (HYACROSS 3% + GREEN TEA)
Advanced Moisturizer • Unique • Loveable

Brightening & Hydrating Serum
Moisturizing serum yang hadir dengan perpaduan Ultimate Hyaluron HYACROSS 3% dan Green Tea yang berfungsi optimal untuk meningkatkan kelembapan kulit dan menjaga kulit dengan kandungan tinggi anti-oksidan dari green tea. Ultimate Hyaluron HYACROSS 3% + Green Tea Advanced Moisturizer cocok digunakan setiap hari oleh semua kondisi kulit, terutama untuk mengatasi kulit kering.

️Bisa digunakan mulai dari usia 15 tahun ke atas️
I
ngredients:
Water, Hyaluronic Acid, Glycerin, Butylene Glycol, Phenoxyethanol, Xanthan gum, Chlorphenesin, Dissodium EDTA, Propylene Glycol, Camellia Sinensis (Leaf) Extract, Sodium Bisulfite, Potassium Sorbate, Sodium Benzoate, Citric Acid",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/eee77bfaa3074519818124b046f58e49~.jpeg.webp?ect=4g,https://tk.tokopedia.com/ZSBn16Ecx/,Serum,Avoskin,"Water, Glycerin, Glycolic Acid, Butylene Glycol, Propylene Glycol, Gluconolactone, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Niacinamide, Chamomilla Recutita (Matricaria) Flower Extract, Rubus Idaeus (Raspberry) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Salicylic Acid, Acer Saccharum (Sugar Maple) Extract, Portulaca Oleracea Extract, Aloe Barbadensis Leaf Juice, Amylopectin, Dextrin, Xanthan Gum, Tetrasodium EDTA, Sodium Hydroxymethylglycinate, Polyglutamic Acid"
Ms Glow SUNWHITE cream terbaru white cell DNA mencerahkan wajah kusam - Sunwhite Pot,70000.0,"Ms Glow Sunwhite Cream White Cell DNA adalah produk perawatan kulit yang dapat membantu mencerahkan kulit dan mengurangi tampilan noda hitam. Produk ini mengandung White Cell DNA yang dapat membantu meningkatkan produksi kolagen pada kulit sehingga kulit terlihat lebih kencang dan elastis. Selain itu, produk ini juga mengandung SPF yang dapat melindungi kulit dari sinar UV yang berbahaya dan mencegah kerusakan kulit akibat paparan sinar matahari.


Ms Glow Sunwhite Cream White Cell DNA sangat cocok untuk digunakan oleh semua jenis kulit. Produk ini dapat membantu mencerahkan kulit dan mengurangi tampilan noda hitam pada kulit. Dengan kandungan White Cell DNA, produk ini dapat membantu meningkatkan produksi kolagen pada kulit sehingga kulit terlihat lebih kencang dan elastis. Selain itu, produk ini juga mengandung SPF yang dapat melindungi kulit dari sinar UV yang berbahaya dan mencegah kerusakan kulit akibat paparan sinar matahari.


Ms Glow Sunwhite Cream White Cell DNA adalah produk perawatan kulit yang sangat efektif dan dapat membantu meningkatkan kesehatan kulit Anda. Dengan kandungan White Cell DNA dan SPF, produk ini dapat membantu mencerahkan kulit dan melindungi kulit dari sinar UV yang berbahaya. Produk ini sangat cocok untuk digunakan oleh semua jenis kulit dan dapat membantu meningkatkan produksi kolagen pada kulit sehingga kulit terlihat lebih kencang dan elastis.",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/569499966a15443b8b3ff70d4bbb2568~.jpeg.webp?ect=4g,https://tk.tokopedia.com/ZSBWYhMdY/,Moisturizer,Ms Glow,Ingredients tidak ditemukan.
WARDAH Acnederm Salicylic Acid Zinc Acne Clearing Low pH Foaming Cleanser - Skincare - 100 ml,37500.0,"Wardah Acnederm Salicylic Acid + Zinc Acne Clearing Low pH Foaming Cleanser


Memperkenalkan Wardah Face Wash dengan Acid Mantle Expert™ Technology yang membantu menjaga pertahanan acid mantle sebagai garda terdepan skin barrier-mu.


Introducing Wardah Face Wash with Acid Mantle Expert™ Technology that helps protect the acid mantle as your skin barrier’s first line of defense.


Key Ingredients : Salicylic Acid + Zinc

Bantu angkat sel kulit mati, kurangi minyak berlebih, dan melawan bakteri penyebab jerawat*

pH 5.5

(Sesuai pH alami kulit)

Suitable for All skin types


Best for normal to oily + acne-prone skin *dengan pemakaian Wardah Acnederm series lainnya


HYPOALLERGENIC. DERMATOLOGICALLY TESTED.


Peringatan: Tidak digunakan untuk anak di bawah usia 3 tahun


Warning: Do not use for children under 3 years old

Cara Pakai :

Tuangkan secukupnya pada telapak tangan yang basah dan gosok hingga berbusa. Usapkan pada seluruh wajah dengan lembut dan bilas hingga bersih. Untuk hasil maksimal, gunakan bersama dengan rangkaian Wardah Acnederm Series.


Directions

Pour enough on wet palms and rub until foamy. Gently apply to entire face and rinse thoroughly. For maximum results, use together with Wardah Acnederm Series.


Ingredients :

Aqua, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Decyl Glucoside, PEG-120 Methyl Glucose Dioleate, Acrylates Copolymer, Zinc Gluconate, PEG-3 Distearate, Salicylic Acid, Allantoin, Sodium Lauroyl Sarcosinate, Ethylhexylglycerin, Fragrance, Sodium Chloride, Potassium Hydroxide, Phenoxyethanol, Disodium EDTA",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/837b31146abf438ca84e3a2fd46ab21a~.jpeg.webp?ect=4g,https://tk.tokopedia.com/ZSBWj8T64/,Face Wash,Wardah,Salicylic Acid + Zinc
ERHA Medical Grade Facial - PerfeClean,355500.0,"Setiap pembelian treatment ini, akan dikirimkan berupa E-Voucher digital.
Note : Wajib cantumkan 𝐍𝐚𝐦𝐚 𝐋𝐞𝐧𝐠𝐤𝐚𝐩, 𝐍𝐨 𝐇𝐏, 𝐝𝐚𝐧 𝐄𝐦𝐚𝐢𝐥 pada kolom catatan saat checkout untuk mengirimkan kode voucher. E-Voucher akan diterima maks 1 hari kerja.

PerfeClean Facial merupakan treatment facial berupa pembersihan kulit wajah secara lebih mendalam dan dikombinasi dengan massage yang bertujuan untuk membersihkan wajah dari kotoran dan komedo, sehingga menghasilkan kulit wajah yang segar, lebih sehat dan bersih, dan relaxing. Durasi treatment yaitu 90 menit.

• Jam Operasional Toko Senin - Sabtu : 09.00 - 16.00 WIB, Minggu & Libur Nasional : Toko Libur, pesanan yang masuk diluar jam operasional dan hari libur akan diproses di hari kerja berikutnya.
• Voucher tidak dapat dipindahtangankan.
• Jika ingin memberikan voucher ini sebagai gift, harus mencantumkan data diri penerima.
• Treatment ini tidak memerlukan konsultasi dokter.

𝐒𝐲𝐚𝐫𝐚𝐭 & 𝐊𝐞𝐭𝐞𝐧𝐭𝐮𝐚𝐧 :
• Batas maksimal penggunaan voucher adalah 60 hari dari tanggal pembelian.
• E-Voucher akan otomatis hangus apabila tidak digunakan sampai batas waktu yang telah ditentukan.
• Customer akan menerima kode Voucher maksimal 1 hari kerja sejak pembelian.
• Customer WAJIB melakukan 𝐫𝐞𝐬𝐞𝐫𝐯𝐚𝐬𝐢 sebelum melakukan treatment di Clinic cabang.

E-Voucher treatment dapat digunakan / di redeem di ERHA semua Cabang kecuali :
1. ERHA Pekanbaru
2. ERHA Cipinang
3. ERHA Tebet Melrose
4. ERHA Karawang
5. ERHA Jamika
6. ERHA Kopo",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/3/21/8309ceeb-4580-42b3-a7eb-31875b8390f9.png.webp?ect=4g,https://tk.tokopedia.com/ZSBnYBvbF/,Serum,Erha,Ingredients tidak ditemukan.
⁠[BUNDLE] WARDAH Paket Ombre Matte Lip Cream - Liptint-Lip-Stain-Lipgloss-Lipstik-Lip Tint-Lip Matte-Lipstick-Lipcream-Lip Cream- Glossy Lip Longlasting Waterproof Tahan Lama - Makeup - 19 + 22,127500.0,"Produk ini berisi :
1. 24 + 03
- Exclusive Matte Lip Cream 24 Cherry-Go-Round 4 g (NEW)
- Exclusive Matte Lip Cream 03 See You Latte 4 gr (Revamp)
2. 21 + 11
- Exclusive Matte Lip Cream 21 Creampuccino 4 g (NEW)
- Exclusive Matte Lip Cream 11 Oh So Nude ! 4 gr (Revamp)
3. 19 + 22
- Exclusive Matte Lip Cream 19 Have a Blush! 4 g (NEW)
- Exclusive Matte Lip Cream 22 Rouge Velvet 4 g (NEW)
4. 27 + 28
- Matte Lip Cream 27 Beehave 4 g (NEW)
- Matte Lip Cream 28 Teddy Brown 4 g (NEW)
5. 19 +25
- Wardah Matte Lip Cream 19 Have a Blush
- Matte Lip Cream 25 Unbeetable 4 g (NEW)
6. 20 + 26
- Wardah Matte Lip Cream 20 Peach of Mind 4 g
- Wardah Matte Lip Cream 26 Pink A Boo 4 g
7. 26 + 28
- Wardah Matte Lip Cream 26 Pink A Boo 4 g
- Wardah Matte Lip Cream 28 Teddy Brown 4 g",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b280fba8c8d148889feb89624c6a1d7c~.jpeg.webp?ect=4g,https://tk.tokopedia.com/ZSBW2MCDb/,Lip Cream,Wardah,Ingredients tidak ditemukan.
"WARDAH Nature Daily Aloe Multifunction Gel - Melembabkan dan Menenangkan - Multifungsi untuk Badan, Wajah, Kuku, dan Rambut - Skincare - 100 ml",39000.0,"Wardah Nature Daily Aloe Multifunction Gel, merupakan formulasi gel multiguna yang dapat digunakan pada wajah, badan, kaki, tangan, dan seluruh kulit tubuhmu. Mengandung Aloe Vera Extract yang memberikan berbagai macam kebaikan dan diperkaya dengan 3x Skin Barrier Active yang melindungi dan melembabkan kulitmu secara optimal serta mengembalikan kesehatan Skin Barrier setelah terpapar sinar matahari.

Simpan di tempat sejuk dan kering

Semua jenis kulit

Dengan formulasi yang diperkaya oleh Triple Humectant System, melembapkan kulitmu secara optimal bersama Hydramild Aloe Vera Extract yang merawat elastisitas dan kesegaran kulit. Menyejukkan kulitmu dengan Triple Soothing Agent, membantu merawat kulit yang merah dari polusi dan sengatan matahari.

- Dapat digunakan unruk masker, moisturizer, merawat rambut, merawat kuku, after shave

How to Use :
1. Masker
Oleskan, tunggu hingga mengering lalu bilas dengan air. Membantu hidrasi dan menenangkan serta menyegarkan kulit wajah setelah berjemur di bawah matahari dari aktivitas outdoor.
2. Moisturizer
Oleskan secara merata pada bagian kulit yang kering, gatal ataupun kemerahan. Bisa diaplikasikan di wajah, badan, kaki, tangan, dan rambut.
3. Merawat rambut
Oleskan secukupnya pada rambut setelah ditata untuk mendapatkan efek natural shine dan membantu menjaga kesehatan rambut.
4. After shave
Oleskan pada kulit yang telah dicukur untuk efek menenangkan dan melembapkan.

Ingredients :
Aqua, Propylene Glycol, Beta-Glucan, Glycerin, Aloe Barbadensis (Aloe Vera) Leaf Extract, Butylene Glycol, Biosaccharide Gum-1, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Trideceth-9, 1,2-Hexanediol, Caprylyl Glycol, Glyceryl Polyacrylate, Allantoin, Disodium EDTA, Ethylhexylglycerin, Fragrance, Polysorbate 20, Potassium Sorbate, Sodium Benzoate.",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/c9de83f542ee40f29f6429e391a49818~.jpeg.webp?ect=4g,https://tk.tokopedia.com/ZSBW6j9tu/,Moisturizer,Wardah,"Aqua, Propylene Glycol, Beta-Glucan, Glycerin, Aloe Barbadensis (Aloe Vera) Leaf Extract, Butylene Glycol, Biosaccharide Gum-1, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Trideceth-9, 1,2-Hexanediol, Caprylyl Glycol, Glyceryl Polyacrylate, Allantoin, Disodium EDTA, Ethylhexylglycerin, Fragrance, Polysorbate 20, Potassium Sorbate, Sodium Benzoate."
